"sample_id","total_counts","detected_genes"
"TCGA-E2-A1LI-01A-12R-A157-07",72848378,30464
"TCGA-E2-A1LK-01A-21R-A14D-07",35419307,27290
"TCGA-E2-A1LL-01A-11R-A144-07",38033037,27176
"TCGA-E2-A1LS-01A-12R-A157-07",68628182,28888
"TCGA-E2-A2P5-01A-11R-A19W-07",56779167,28927
"TCGA-E2-A2P6-01A-11R-A19W-07",65425919,30440
"TCGA-E2-A3DX-01A-21R-A213-07",66661321,30585
"TCGA-E2-A56Z-01A-12R-A29R-07",46534904,28335
"TCGA-E2-A570-01A-11R-A29R-07",42087817,28999
"TCGA-E2-A572-01A-13R-A31O-07",45807919,26286
"TCGA-E2-A573-01A-11R-A29R-07",49215946,29598
"TCGA-E2-A574-01A-11R-A29R-07",45057857,27074
"TCGA-E2-A576-01A-11R-A31O-07",48412047,29702
"TCGA-E2-A9RU-01A-11R-A41B-07",35061496,26054
"TCGA-E9-A1N3-01A-12R-A157-07",76830701,30209
"TCGA-E9-A1N4-01A-11R-A14M-07",86442372,30173
"TCGA-E9-A1N5-01A-11R-A14D-07",39743917,29238
"TCGA-E9-A1N6-01A-11R-A144-07",45699621,28586
"TCGA-E9-A1N8-01A-11R-A144-07",42430364,29236
"TCGA-E9-A1N9-01A-11R-A14D-07",45012915,29201
"TCGA-E9-A1NA-01A-11R-A144-07",68446975,29166
"TCGA-E9-A1NC-01A-21R-A26B-07",51444464,28896
"TCGA-E9-A1ND-01A-11R-A144-07",43629167,28667
"TCGA-E9-A1NE-01A-21R-A14M-07",75679594,31277
"TCGA-E9-A1NF-01A-11R-A14D-07",42420386,28990
"TCGA-E9-A1NG-01A-21R-A14M-07",73275959,29330
"TCGA-E9-A1NH-01A-11R-A14D-07",46881556,29361
"TCGA-E9-A1NI-01A-11R-A14D-07",41288243,28823
"TCGA-E9-A1QZ-01A-21R-A169-07",66639592,30948
"TCGA-E9-A1R0-01A-22R-A16F-07",70908169,30286
"TCGA-E9-A1R2-01A-11R-A14D-07",43020703,29562
"TCGA-E9-A1R3-01A-31R-A14M-07",84496931,30639
"TCGA-E9-A1R4-01A-21R-A14D-07",50071908,29957
"TCGA-E9-A1R5-01A-11R-A14M-07",66846194,29408
"TCGA-E9-A1R6-01A-11R-A14D-07",53335541,28396
"TCGA-E9-A1R7-01A-11R-A14M-07",61271070,28889
"TCGA-E9-A1RA-01A-11R-A14D-07",43834615,29419
"TCGA-E9-A1RB-01A-11R-A157-07",81635254,30356
"TCGA-E9-A1RC-01A-11R-A157-07",83030673,30546
"TCGA-E9-A1RD-01A-11R-A157-07",79501773,30634
"TCGA-E9-A1RE-01A-11R-A157-07",71132287,29449
"TCGA-E9-A1RF-01A-11R-A157-07",68062818,30226
"TCGA-E9-A1RG-01A-11R-A14D-07",48120423,28677
"TCGA-E9-A1RH-01A-21R-A169-07",71405451,29075
"TCGA-E9-A1RI-01A-11R-A169-07",66309196,30826
"TCGA-E9-A226-01A-21R-A157-07",59631057,24460
"TCGA-E9-A227-01A-11R-A157-07",68900580,30241
"TCGA-E9-A228-01A-31R-A157-07",72701129,30152
"TCGA-E9-A229-01A-31R-A157-07",75701197,30984
"TCGA-E9-A22A-01A-11R-A157-07",81333694,29881
"TCGA-E9-A22B-01A-11R-A157-07",77252070,29796
"TCGA-E9-A22D-01A-11R-A157-07",81567335,29773
"TCGA-E9-A22E-01A-11R-A157-07",69787520,29282
"TCGA-E9-A22G-01A-11R-A157-07",69351180,29669
"TCGA-E9-A22H-01A-11R-A157-07",79106269,30611
"TCGA-E9-A243-01A-21R-A169-07",103481777,31174
"TCGA-E9-A244-01A-11R-A169-07",66865592,29528
"TCGA-E9-A245-01A-22R-A16F-07",35101672,33338
"TCGA-E9-A247-01A-11R-A169-07",69011900,30322
"TCGA-E9-A248-01A-11R-A169-07",66419687,30470
"TCGA-E9-A249-01A-11R-A169-07",76036503,29849
"TCGA-E9-A24A-01A-11R-A169-07",67170303,30028
"TCGA-E9-A295-01A-11R-A16F-07",43567770,29040
"TCGA-E9-A2JS-01A-11R-A180-07",61685185,30029
"TCGA-E9-A2JT-01A-22R-A18M-07",28007511,28993
"TCGA-E9-A3HO-01A-11R-A213-07",55100514,29429
"TCGA-E9-A3Q9-01A-11R-A21T-07",60118111,29680
"TCGA-E9-A3QA-01A-61R-A22K-07",66685548,30181
"TCGA-E9-A3X8-01A-31R-A22U-07",52040003,26529
"TCGA-E9-A54X-01A-11R-A266-07",37835396,26379
"TCGA-E9-A54Y-01A-11R-A466-07",41521842,26227
"TCGA-E9-A5FK-01A-11R-A27Q-07",44893843,27838
"TCGA-E9-A5FL-01A-11R-A27Q-07",40660389,28203
"TCGA-E9-A5UO-01A-11R-A28M-07",47257824,27233
"TCGA-E9-A5UP-01A-11R-A28M-07",47184457,27742
"TCGA-E9-A6HE-01A-11R-A31O-07",55862244,28956
"TCGA-EW-A1IW-01A-11R-A13Q-07",72537369,30964
"TCGA-EW-A1IX-01A-12R-A144-07",56743285,29912
"TCGA-EW-A1IY-01A-11R-A13Q-07",75232144,30375
"TCGA-EW-A1IZ-01A-11R-A13Q-07",47253783,29590
"TCGA-EW-A1J1-01A-11R-A13Q-07",75269801,29852
"TCGA-EW-A1J2-01A-21R-A13Q-07",81321958,31346
"TCGA-EW-A1J3-01A-11R-A13Q-07",69623056,30901
"TCGA-EW-A1J5-01A-11R-A13Q-07",78189706,31392
"TCGA-EW-A1J6-01A-11R-A13Q-07",66395120,30194
"TCGA-EW-A1OV-01A-11R-A144-07",41602221,28804
"TCGA-EW-A1OW-01A-21R-A144-07",41535986,28929
"TCGA-EW-A1OX-01A-11R-A144-07",46726821,27300
"TCGA-EW-A1OY-01A-11R-A144-07",41783623,28610
"TCGA-EW-A1OZ-01A-11R-A144-07",66731586,29157
"TCGA-EW-A1P0-01A-11R-A144-07",43761191,28403
"TCGA-EW-A1P1-01A-31R-A14D-07",41669276,29383
"TCGA-EW-A1P3-01A-11R-A144-07",39167894,29845
"TCGA-EW-A1P4-01A-21R-A144-07",57192723,28333
"TCGA-EW-A1P5-01A-11R-A144-07",51736399,28834
"TCGA-EW-A1P6-01A-11R-A144-07",38610205,28268
"TCGA-EW-A1P7-01A-21R-A144-07",52322098,30644
"TCGA-EW-A1P8-01A-11R-A144-07",55385829,29088
"TCGA-EW-A1PA-01A-11R-A144-07",44348692,30205
"TCGA-EW-A1PB-01A-11R-A144-07",63029574,28651
"TCGA-EW-A1PC-01B-11R-A21T-07",81782700,30654
"TCGA-EW-A1PE-01A-11R-A144-07",66118403,30704
"TCGA-EW-A1PF-01A-11R-A144-07",60384486,30489
"TCGA-EW-A1PG-01A-11R-A144-07",37818778,28637
"TCGA-EW-A1PH-01A-11R-A14M-07",60734337,30313
"TCGA-EW-A2FR-01A-11R-A21T-07",77774298,30951
"TCGA-EW-A2FS-01A-11R-A17B-07",64280398,31407
"TCGA-EW-A2FV-01A-11R-A17B-07",73443049,30295
"TCGA-EW-A2FW-01A-11R-A17B-07",54107563,28440
"TCGA-EW-A3E8-01B-11R-A24H-07",68171337,30775
"TCGA-EW-A3U0-01A-11R-A22K-07",54269595,30735
"TCGA-EW-A423-01A-11R-A24H-07",64269537,29653
"TCGA-EW-A424-01A-11R-A24H-07",63423630,30299
"TCGA-EW-A6S9-01A-22R-A33J-07",56759583,29983
"TCGA-EW-A6SB-01A-12R-A32P-07",41752031,26929
"TCGA-EW-A6SC-01A-12R-A32P-07",48718959,29858
"TCGA-EW-A6SD-01A-12R-A33J-07",54175097,29652
"TCGA-GI-A2C8-01A-11R-A16F-07",69088822,30305
"TCGA-GI-A2C9-01A-11R-A21T-07",62095415,30327
"TCGA-GM-A2D9-01A-11R-A18M-07",30482412,28579
"TCGA-GM-A2DA-01A-11R-A18M-07",23716166,28688
"TCGA-GM-A2DB-01A-31R-A18M-07",33911771,28737
"TCGA-GM-A2DC-01A-11R-A18M-07",37667508,28185
"TCGA-GM-A2DD-01A-11R-A180-07",51040335,29619
"TCGA-GM-A2DF-01A-11R-A180-07",53596501,29705
"TCGA-GM-A2DH-01A-11R-A180-07",70733083,31402
"TCGA-GM-A2DI-01A-31R-A18M-07",24821524,27927
"TCGA-GM-A2DK-01A-21R-A180-07",49681578,29023
"TCGA-GM-A2DL-01A-11R-A18M-07",46965056,28291
"TCGA-GM-A2DM-01A-11R-A180-07",54178527,28254
"TCGA-GM-A2DN-01A-11R-A180-07",54913162,29634
"TCGA-GM-A2DO-01A-11R-A18M-07",21314006,28260
"TCGA-GM-A3NW-01A-21R-A22K-07",54376891,29916
"TCGA-GM-A3NY-01A-11R-A21T-07",65582611,30579
"TCGA-GM-A3XG-01A-31R-A24H-07",57603943,29305
"TCGA-GM-A3XL-01A-11R-A22U-07",62036751,29556
"TCGA-GM-A3XN-01A-12R-A22U-07",61249141,31053
"TCGA-GM-A4E0-01A-12R-A266-07",31189172,28044
"TCGA-GM-A5PV-01A-11R-A28M-07",48973833,28378
"TCGA-GM-A5PX-01A-12R-A28M-07",48061789,26863
"TCGA-HN-A2NL-01A-11R-A18M-07",60583181,29455
"TCGA-HN-A2OB-01A-21R-A27Q-07",46432827,30023
"TCGA-JL-A3YW-01A-12R-A239-07",66745545,29963
"TCGA-JL-A3YX-01A-11R-A22U-07",66078774,30179
"TCGA-LD-A66U-01A-11R-A31O-07",58449231,30145
"TCGA-LD-A74U-01A-13R-A33J-07",51559313,30829
"TCGA-LD-A7W5-01A-22R-A352-07",62871198,30927
"TCGA-LD-A7W6-01A-81R-A352-07",49417137,30867
"TCGA-LD-A9QF-01A-32R-A41B-07",46983720,29447
"TCGA-LL-A440-01A-11R-A24H-07",66783793,31245
"TCGA-LL-A441-01A-11R-A24H-07",63030110,31663
"TCGA-LL-A442-01A-11R-A24H-07",76610440,29072
"TCGA-LL-A50Y-01A-11R-A266-07",36264929,25672
"TCGA-LL-A5YL-01A-12R-A29R-07",48784412,27972
"TCGA-LL-A5YM-01A-11R-A28M-07",45423160,25530
"TCGA-LL-A5YN-01A-11R-A28M-07",42141168,28636
"TCGA-LL-A5YO-01A-21R-A28M-07",39028656,29797
"TCGA-LL-A5YP-01A-21R-A28M-07",45122691,28627
"TCGA-LL-A6FP-01A-11R-A31O-07",60424934,27711
"TCGA-LL-A6FQ-01A-11R-A31O-07",51210498,27318
"TCGA-LL-A6FR-01A-12R-A31O-07",39760623,26694
"TCGA-LL-A73Y-01A-11R-A33J-07",59724166,31041
"TCGA-LL-A73Z-01A-11R-A32P-07",45644204,29757
"TCGA-LL-A740-01A-21R-A32P-07",52462931,28994
"TCGA-LL-A7SZ-01A-32R-A352-07",38702824,27792
"TCGA-LL-A7T0-01A-31R-A352-07",42933081,29223
"TCGA-LL-A8F5-01A-11R-A36F-07",49365107,29224
"TCGA-LL-A9Q3-01A-11R-A41B-07",42352076,27007
"TCGA-LQ-A4E4-01A-11R-A266-07",39441322,28678
"TCGA-MS-A51U-01A-31R-A266-07",39487262,29776
"TCGA-OK-A5Q2-01A-11R-A27Q-07",49442186,30411
"TCGA-OL-A5D6-01A-21R-A27Q-07",47244996,29347
"TCGA-OL-A5D7-01A-11R-A27Q-07",41949767,28864
"TCGA-OL-A5D8-01A-11R-A27Q-07",47737968,29913
"TCGA-OL-A5DA-01A-11R-A27Q-07",46433605,29589
"TCGA-OL-A5RU-01A-11R-A28M-07",45771548,29916
"TCGA-OL-A5RV-01A-12R-A28M-07",44897191,30796
"TCGA-OL-A5RW-01A-11R-A28M-07",43851840,28718
"TCGA-OL-A5RX-01A-11R-A28M-07",44826257,30255
"TCGA-OL-A5RY-01A-21R-A28M-07",41257441,27879
"TCGA-OL-A5RZ-01A-11R-A28M-07",42144128,28112
"TCGA-OL-A5S0-01A-11R-A28M-07",40119014,27442
"TCGA-OL-A66H-01A-11R-A29R-07",47608458,28488
"TCGA-OL-A66I-01A-21R-A29R-07",48451063,29243
"TCGA-OL-A66J-01A-11R-A29R-07",44564735,29043
"TCGA-OL-A66K-01A-11R-A29R-07",45953932,29549
"TCGA-OL-A66L-01A-12R-A31O-07",47610472,29078
"TCGA-OL-A66N-01A-12R-A31O-07",52843543,28818
"TCGA-OL-A66O-01A-11R-A31O-07",58909631,29204
"TCGA-OL-A66P-01A-11R-A31O-07",43184974,27707
"TCGA-OL-A6VO-01A-12R-A33J-07",55407949,29297
"TCGA-OL-A6VQ-01A-12R-A41B-07",19301818,26969
"TCGA-OL-A6VR-01A-32R-A33J-07",62637167,30156
"TCGA-OL-A97C-01A-32R-A41B-07",32045524,28723
"TCGA-PE-A5DC-01A-12R-A27Q-07",49196057,29813
"TCGA-PE-A5DD-01A-12R-A27Q-07",41434443,29764
"TCGA-PE-A5DE-01A-11R-A27Q-07",43652459,28953
"TCGA-PL-A8LV-01A-21R-A41B-07",53967994,29657
"TCGA-PL-A8LX-01A-11R-A41B-07",47948131,27673
"TCGA-PL-A8LY-01A-11R-A41B-07",38040692,27873
"TCGA-PL-A8LZ-01A-31R-A36F-07",44499500,28864
"TCGA-S3-A6ZF-01A-32R-A32P-07",58835212,30414
"TCGA-S3-A6ZG-01A-22R-A32P-07",60106445,30687
"TCGA-S3-A6ZH-01A-22R-A32P-07",61923492,29345
"TCGA-S3-AA0Z-01A-11R-A41B-07",58623928,29864
"TCGA-S3-AA10-01A-21R-A41B-07",49516352,28805
"TCGA-S3-AA11-01A-31R-A41B-07",40684172,29632
"TCGA-S3-AA12-01A-11R-A41B-07",37750120,27605
"TCGA-S3-AA14-01A-11R-A41B-07",39393650,29338
"TCGA-S3-AA15-01A-11R-A41B-07",42615178,29312
"TCGA-S3-AA17-01A-11R-A41B-07",49328722,29776
"TCGA-UL-AAZ6-01A-11R-A41B-07",58251072,29476
"TCGA-UU-A93S-01A-21R-A41B-07",31176319,25901
"TCGA-V7-A7HQ-01A-11R-A33J-07",39410107,28600
"TCGA-W8-A86G-01A-21R-A36F-07",41906392,30336
"TCGA-WT-AB41-01A-11R-A41B-07",29074904,26696
"TCGA-WT-AB44-01A-11R-A41B-07",30876149,27042
"TCGA-XX-A899-01A-11R-A36F-07",50673407,30526
"TCGA-XX-A89A-01A-11R-A36F-07",46675690,30281
"TCGA-Z7-A8R5-01A-42R-A41B-07",36198601,27578
"TCGA-Z7-A8R6-01A-11R-A41B-07",54113338,28934
